,neighbourhood,property_type,room_type,max_capacity(pax),bathrooms,bedrooms,price,cancellation_policy,Distance_from_center(m),Perc_Utilities,Perc_extra
11648,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,2,2397.683245537248,0.8333333333333334,0.1428571428571428
11649,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,125,1,3291.439257947194,0.6666666666666666,0.0
11650,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,74,1,2854.709798426737,0.5,0.1428571428571428
11651,Bos en Lommer,Apartment,Entire home/apt,5,1.0,2.0,111,0,3926.403065288087,0.8333333333333334,0.1428571428571428
11652,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,115,0,2326.69133393484,0.6666666666666666,0.0
11653,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,150,0,3209.3409887816315,0.6666666666666666,0.0
11654,Bos en Lommer,Apartment,Private room,2,1.0,1.0,54,2,3281.7137745621144,0.6666666666666666,0.0
11655,Bos en Lommer,Apartment,Entire home/apt,4,2.0,2.0,69,2,2591.9473679209964,0.6666666666666666,0.0
11656,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,85,2,2775.2199681796883,0.8333333333333334,0.2857142857142857
11657,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,85,0,2870.824124587149,0.6666666666666666,0.0
11658,Bos en Lommer,Apartment,Private room,1,1.0,1.0,30,2,3868.690423361209,0.1666666666666666,0.2857142857142857
11659,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,181,0,3947.396411306922,0.6666666666666666,0.1428571428571428
11660,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,85,1,2478.534721669985,0.8333333333333334,0.1428571428571428
11661,Bos en Lommer,Apartment,Entire home/apt,2,1.0,2.0,90,1,2968.2604107995007,0.6666666666666666,0.0
11662,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,90,2,3080.676102663648,0.5,0.0
11663,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,0,2374.277727637783,0.5,0.0
11664,Bos en Lommer,Apartment,Private room,2,0.5,1.0,69,0,3322.0867267359563,0.5,0.1428571428571428
11665,Bos en Lommer,Apartment,Entire home/apt,2,1.5,2.0,90,1,3157.632799127068,0.5,0.0
11666,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,70,0,3522.130988702765,0.8333333333333334,0.2857142857142857
11667,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,1,3184.60852555659,0.3333333333333333,0.0
11668,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,0,3338.590918858464,0.6666666666666666,0.1428571428571428
11669,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,130,1,3194.241182677616,0.8333333333333334,0.0
11670,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,75,1,2994.779113418543,0.6666666666666666,0.0
11671,Bos en Lommer,Apartment,Private room,2,1.0,1.0,90,2,2645.667677661745,0.5,0.0
11672,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,96,2,3178.0576866743995,0.6666666666666666,0.0
11673,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,129,1,2835.305409850628,0.8333333333333334,0.2857142857142857
11674,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,85,1,3112.5373537945625,0.8333333333333334,0.0
11675,Bos en Lommer,Apartment,Entire home/apt,4,1.5,2.0,75,0,2266.715702436348,0.6666666666666666,0.0
11676,Bos en Lommer,House,Entire home/apt,2,1.0,1.0,80,1,3345.0663317613844,0.8333333333333334,0.0
11677,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,129,0,2489.5551051070715,0.3333333333333333,0.0
11678,Bos en Lommer,Apartment,Entire home/apt,2,1.0,2.0,89,2,3108.8640474701147,0.6666666666666666,0.0
11679,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,150,1,2951.7780479526928,0.5,0.0
11680,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,80,2,2782.7816674540272,0.5,0.0
11681,Bos en Lommer,Apartment,Private room,3,1.0,1.0,90,1,2999.260011679349,0.3333333333333333,0.2857142857142857
11682,Bos en Lommer,House,Entire home/apt,6,1.0,4.0,150,1,3861.477042552357,0.6666666666666666,0.1428571428571428
11683,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,90,2,2839.657841171007,0.8333333333333334,0.1428571428571428
11684,Bos en Lommer,Apartment,Private room,1,0.5,1.0,30,2,3131.348548148,0.0,0.0
11685,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,80,2,3068.011337384345,0.5,0.0
11686,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,0,3440.5115723744493,0.8333333333333334,0.4285714285714285
11687,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1.0,75,2,3382.211952183687,0.5,0.0
11688,Bos en Lommer,House,Entire home/apt,5,1.0,3.0,451,0,2799.882942146665,0.6666666666666666,0.0
11689,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,0,2427.357233010984,0.8333333333333334,0.0
11690,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1.0,75,1,3271.307783840921,0.6666666666666666,0.0
11691,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,160,0,2801.2146665360915,0.6666666666666666,0.1428571428571428
11692,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,74,2,2469.2478134726634,0.6666666666666666,0.0
11693,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,90,1,3232.0063150975725,0.6666666666666666,0.1428571428571428
11694,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,159,2,3294.009240882382,0.8333333333333334,0.0
11695,Bos en Lommer,Apartment,Entire home/apt,2,0.5,1.0,124,0,3165.706678188583,0.6666666666666666,0.1428571428571428
11696,Bos en Lommer,Apartment,Entire home/apt,4,1.0,0.0,64,0,3364.153564574611,0.8333333333333334,0.2857142857142857
11697,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,53,2,2476.904258496509,0.5,0.0
11698,Bos en Lommer,Apartment,Private room,1,1.0,1.0,85,2,3460.539287829108,0.6666666666666666,0.1428571428571428
11699,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,0,3274.673082319611,0.6666666666666666,0.1428571428571428
11700,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,200,1,2468.087799729385,0.5,0.1428571428571428
11701,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,105,2,2873.529372939103,0.6666666666666666,0.1428571428571428
11702,Bos en Lommer,Apartment,Private room,1,1.0,1.0,35,1,3582.055621598577,0.3333333333333333,0.0
11703,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,0,2893.016029638852,0.8333333333333334,0.1428571428571428
11704,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,0,2624.9483207155617,0.5,0.0
11705,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,98,0,3873.729456635528,0.8333333333333334,0.4285714285714285
11706,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,0,2543.659263061441,0.6666666666666666,0.0
11707,Bos en Lommer,Apartment,Entire home/apt,5,1.5,3.0,99,0,3151.586090743691,0.8333333333333334,0.1428571428571428
11708,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,181,1,3652.181374779541,0.8333333333333334,0.1428571428571428
11709,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,111,0,2730.8767891915554,0.6666666666666666,0.0
11710,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1.0,79,1,2379.595498499997,0.6666666666666666,0.0
11711,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,75,1,3587.872474305158,0.6666666666666666,0.1428571428571428
11712,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1.0,108,1,3381.1725527520525,0.6666666666666666,0.0
11713,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,100,1,2652.0673537168773,0.6666666666666666,0.0
11714,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,146,1,2939.3200343398985,0.5,0.0
11715,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,2,2743.7527757652324,0.8333333333333334,0.0
11716,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,70,1,3170.949625809507,0.8333333333333334,0.0
11717,Bos en Lommer,Apartment,Private room,2,1.0,1.0,75,1,3183.60450609842,0.6666666666666666,0.1428571428571428
11718,Bos en Lommer,Apartment,Private room,2,1.0,1.0,50,0,3709.41962336069,0.6666666666666666,0.0
11719,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,95,2,3080.868034789678,0.6666666666666666,0.0
11720,Bos en Lommer,House,Entire home/apt,3,1.0,2.0,75,1,2552.220921670813,0.6666666666666666,0.0
11721,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,129,1,3940.573637676071,0.6666666666666666,0.2857142857142857
11722,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,130,2,3532.0432146579333,0.8333333333333334,0.0
11723,Bos en Lommer,Apartment,Entire home/apt,2,1.0,2.0,120,0,3101.4216453371737,0.8333333333333334,0.0
11724,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,65,1,3562.537645949777,0.8333333333333334,0.1428571428571428
11725,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,160,0,2614.097516496647,0.8333333333333334,0.1428571428571428
11726,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,99,1,3254.328161082822,0.3333333333333333,0.0
11727,Bos en Lommer,Apartment,Private room,2,1.0,1.0,75,1,3164.4824050551165,0.6666666666666666,0.0
11728,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,140,2,2583.61911929652,0.6666666666666666,0.0
11729,Bos en Lommer,Apartment,Private room,2,1.5,1.0,70,1,3348.070224331166,0.5,0.0
11730,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,89,1,3315.5267624650764,0.5,0.0
11731,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,90,2,3427.6060052302355,0.6666666666666666,0.0
11732,Bos en Lommer,Apartment,Entire home/apt,5,1.0,3.0,129,1,2884.4160957032645,0.6666666666666666,0.0
11733,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,130,2,3349.0302643074983,0.8333333333333334,0.2857142857142857
11734,Bos en Lommer,Apartment,Entire home/apt,5,1.0,2.0,70,2,3496.508445991914,0.6666666666666666,0.0
11735,Bos en Lommer,Apartment,Private room,2,1.0,1.0,69,1,3881.3132667107975,0.6666666666666666,0.2857142857142857
11736,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,2,2963.1307261713146,0.6666666666666666,0.0
11737,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,169,0,3103.8297342614446,0.6666666666666666,0.0
11738,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,79,1,3806.42996049682,0.5,0.0
11739,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,55,2,3094.0687829061503,0.5,0.0
11740,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,1,3350.7884403253056,0.6666666666666666,0.0
11741,Bos en Lommer,Apartment,Private room,2,1.0,1.0,55,1,2303.367759030891,0.3333333333333333,0.0
11742,Bos en Lommer,Apartment,Private room,2,1.5,1.0,60,2,2902.834649711045,0.5,0.1428571428571428
11743,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,99,1,3107.2261463243813,0.5,0.0
11744,Bos en Lommer,House,Entire home/apt,4,2.0,3.0,200,1,3724.947940899727,0.8333333333333334,0.1428571428571428
11745,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,159,2,2949.957428946147,0.6666666666666666,0.0
11746,Bos en Lommer,House,Entire home/apt,6,1.0,3.0,146,0,3946.8693287098326,0.6666666666666666,0.2857142857142857
11747,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,100,0,2552.4395408435125,0.8333333333333334,0.1428571428571428
11748,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,90,1,3306.188927268161,0.5,0.1428571428571428
11749,Bos en Lommer,House,Entire home/apt,6,1.0,3.0,140,1,3862.7192853073466,0.6666666666666666,0.2857142857142857
11750,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,99,1,2999.703684402657,0.6666666666666666,0.1428571428571428
11751,Bos en Lommer,Apartment,Private room,2,2.0,1.0,70,1,3363.7292437256274,0.6666666666666666,0.0
11752,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,90,1,3269.2681188033303,0.6666666666666666,0.0
11753,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,95,1,3063.571710980811,0.8333333333333334,0.1428571428571428
11754,Bos en Lommer,Apartment,Private room,1,1.0,1.0,45,0,3730.9984760211214,0.6666666666666666,0.0
11755,Bos en Lommer,Apartment,Private room,2,1.0,1.0,65,2,2866.159609339853,0.3333333333333333,0.0
11756,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,111,0,2390.3581736398887,0.5,0.0
11757,Bos en Lommer,Apartment,Private room,3,1.0,1.0,58,0,2588.491174376196,0.6666666666666666,0.1428571428571428
11758,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,1,3077.85686765738,0.6666666666666666,0.0
11759,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,1,2501.6116195245554,0.5,0.0
11760,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,100,2,3192.973107738644,0.5,0.0
11761,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,60,1,3331.660291956144,0.6666666666666666,0.2857142857142857
11762,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,111,0,3435.980119476176,0.6666666666666666,0.0
11763,Bos en Lommer,House,Private room,2,1.0,1.0,40,1,3677.799445978998,0.5,0.1428571428571428
11764,Bos en Lommer,Apartment,Entire home/apt,3,1.0,0.0,79,1,3443.510050334928,0.5,0.1428571428571428
11765,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,100,1,2936.858741077244,0.5,0.0
11766,Bos en Lommer,Apartment,Entire home/apt,2,1.0,3.0,250,0,3273.244620378436,0.5,0.0
11767,Bos en Lommer,Apartment,Entire home/apt,6,1.5,3.0,100,1,2675.667525092373,0.8333333333333334,0.1428571428571428
11768,Bos en Lommer,Apartment,Shared room,2,1.0,1.0,99,1,2727.061755994103,0.3333333333333333,0.0
11769,Bos en Lommer,Apartment,Entire home/apt,2,0.5,1.0,79,0,3044.452307050266,0.6666666666666666,0.0
11770,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,2,3191.638684130473,0.6666666666666666,0.1428571428571428
11771,Bos en Lommer,Apartment,Private room,1,1.0,1.0,45,0,3740.775509467457,0.3333333333333333,0.0
11772,Bos en Lommer,Apartment,Private room,1,1.0,1.0,19,0,3581.8852779531767,0.6666666666666666,0.0
11773,Bos en Lommer,Apartment,Private room,2,1.0,1.0,40,2,2373.796441996833,1.0,0.2857142857142857
11774,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,0,2880.94975963877,0.6666666666666666,0.0
11775,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,90,1,3221.354528393934,0.8333333333333334,0.0
11776,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,159,1,2761.7322497402783,0.6666666666666666,0.0
11777,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,100,1,2347.207750741954,0.6666666666666666,0.0
11778,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,79,1,3560.532905563065,0.3333333333333333,0.1428571428571428
11779,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,124,1,2893.244591612291,0.8333333333333334,0.0
11780,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,90,0,2896.0788443735364,0.5,0.1428571428571428
11781,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,111,1,3109.9533061386564,0.6666666666666666,0.0
11782,Bos en Lommer,Apartment,Private room,1,1.0,1.0,50,2,2777.8773148424825,0.6666666666666666,0.1428571428571428
11783,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,0,3104.0208846512182,0.6666666666666666,0.0
11784,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,2,2285.8535523386536,0.8333333333333334,0.0
11785,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,74,1,2958.806261943411,0.6666666666666666,0.4285714285714285
11786,Bos en Lommer,Apartment,Private room,2,1.0,1.0,62,0,3030.1060930897315,0.8333333333333334,0.1428571428571428
11787,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,121,2,3420.1708234936373,0.6666666666666666,0.0
11788,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,2,2529.1330897448515,0.5,0.0
11789,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,90,0,2450.576797883359,0.8333333333333334,0.0
11790,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,69,1,3443.377243715204,0.0,0.0
11791,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,60,0,2876.256521527853,0.3333333333333333,0.0
11792,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,110,0,3397.646549243856,0.5,0.0
11793,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,84,1,2928.67546142595,0.6666666666666666,0.0
11794,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,90,1,3085.952178056684,0.5,0.1428571428571428
11795,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,125,1,2718.4037500169547,0.8333333333333334,0.0
11796,Bos en Lommer,Apartment,Entire home/apt,5,1.0,2.0,139,0,2902.2524628819365,0.6666666666666666,0.0
11797,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,80,1,3583.045972523294,0.8333333333333334,0.4285714285714285
11798,Bos en Lommer,Apartment,Private room,2,1.0,1.0,58,2,3202.866898451404,0.5,0.0
11799,Bos en Lommer,Apartment,Entire home/apt,6,1.0,2.0,181,1,2876.773462694377,0.6666666666666666,0.0
11800,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,120,0,2409.87778436173,0.6666666666666666,0.0
11801,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,120,0,3340.739716811085,0.8333333333333334,0.0
11802,Bos en Lommer,Apartment,Private room,2,1.0,1.0,65,1,2779.797095118752,0.6666666666666666,0.0
11803,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,75,2,3010.884639395069,0.6666666666666666,0.0
11804,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,69,1,3333.1513404351563,0.6666666666666666,0.0
11805,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,181,1,2941.1034750039385,0.8333333333333334,0.0
11806,Bos en Lommer,House,Entire home/apt,2,1.0,1.0,95,2,3350.840899395348,0.8333333333333334,0.1428571428571428
11807,Bos en Lommer,Apartment,Entire home/apt,2,1.0,2.0,140,2,2979.0710849941333,0.5,0.1428571428571428
11808,Bos en Lommer,Apartment,Entire home/apt,4,1.5,3.0,280,0,3235.663326094849,0.6666666666666666,0.0
11809,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,80,0,2757.020036754492,0.6666666666666666,0.0
11810,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,120,2,2348.922439265544,0.6666666666666666,0.0
11811,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,105,1,2386.1482927429684,0.8333333333333334,0.0
11812,Bos en Lommer,Apartment,Entire home/apt,4,1.5,2.0,75,1,3309.9722855705213,0.8333333333333334,0.0
11813,Bos en Lommer,Apartment,Private room,2,1.0,1.0,60,1,3207.809224505918,0.6666666666666666,0.0
11814,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,130,2,2465.6202266194323,0.6666666666666666,0.0
11815,Bos en Lommer,Apartment,Entire home/apt,2,1.5,1.0,79,1,2596.197336769009,0.6666666666666666,0.0
11816,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,136,1,3163.066517189385,0.6666666666666666,0.0
11817,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,130,1,3318.957201621556,0.6666666666666666,0.1428571428571428
11818,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,150,2,2405.2935131367744,0.6666666666666666,0.1428571428571428
11819,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,77,1,3349.870816774136,0.8333333333333334,0.1428571428571428
11820,Bos en Lommer,Apartment,Entire home/apt,6,1.0,2.0,120,1,3212.888487059349,0.5,0.4285714285714285
11821,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,93,1,3378.0318526201286,1.0,0.2857142857142857
11822,Bos en Lommer,Apartment,Private room,2,1.5,1.0,61,0,3922.746234346148,0.6666666666666666,0.0
11823,Bos en Lommer,Apartment,Private room,2,1.0,1.0,75,0,3083.389650126185,0.8333333333333334,0.0
11824,Bos en Lommer,Apartment,Entire home/apt,4,1.0,3.0,159,1,2814.551182752076,0.5,0.0
11825,Bos en Lommer,Apartment,Private room,2,1.5,1.0,50,0,2998.556201001244,0.8333333333333334,0.1428571428571428
11826,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,120,0,3208.675255650387,0.5,0.2857142857142857
11827,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,140,0,3467.888701321689,0.6666666666666666,0.1428571428571428
11828,Bos en Lommer,Apartment,Private room,4,1.0,1.0,140,2,3008.129716917604,0.8333333333333334,0.0
11829,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,120,2,2735.626730898622,0.5,0.1428571428571428
11830,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,60,2,3579.015340203568,0.5,0.2857142857142857
11831,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,52,2,3447.02662644467,0.6666666666666666,0.0
11832,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,2,3328.8198465011133,0.6666666666666666,0.2857142857142857
11833,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,111,1,3328.2341600280074,0.6666666666666666,0.0
11834,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,1,2702.209502574136,0.6666666666666666,0.0
11835,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,2,2420.663408923853,0.6666666666666666,0.0
11836,Bos en Lommer,Apartment,Entire home/apt,3,1.0,2.0,125,0,3177.993495598797,0.8333333333333334,0.0
11837,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,2,3476.8899676090155,0.3333333333333333,0.0
11838,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,111,1,3334.7630714484967,0.5,0.0
11839,Bos en Lommer,Apartment,Entire home/apt,2,0.5,1.0,125,1,2391.217686289313,0.5,0.0
11840,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,1,2494.095449287812,0.5,0.0
11841,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,150,2,3296.7958900046306,0.5,0.1428571428571428
11842,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,99,2,3627.898185272247,0.6666666666666666,0.2857142857142857
11843,Bos en Lommer,House,Entire home/apt,4,1.0,3.0,149,1,2812.0686848479504,0.6666666666666666,0.0
11844,Bos en Lommer,Apartment,Private room,2,1.0,1.0,60,2,3005.057757874906,0.5,0.0
11845,Bos en Lommer,Apartment,Entire home/apt,4,1.0,0.0,100,0,3261.742785059355,0.8333333333333334,0.1428571428571428
11846,Bos en Lommer,Apartment,Private room,2,1.0,1.0,60,0,3144.821715820525,0.3333333333333333,0.0
11847,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,2,3243.48850649222,0.5,0.0
11848,Bos en Lommer,Apartment,Entire home/apt,2,1.0,2.0,75,1,3715.8681338667047,0.6666666666666666,0.0
11849,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,216,2,3307.3626621304943,0.8333333333333334,0.0
11850,Bos en Lommer,Apartment,Private room,3,1.0,1.0,49,2,3659.2202926302366,0.3333333333333333,0.1428571428571428
11851,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,65,0,3260.5922820582405,0.5,0.1428571428571428
11852,Bos en Lommer,Apartment,Entire home/apt,4,1.5,1.0,59,1,3306.105267626607,0.5,0.0
11853,Bos en Lommer,Apartment,Private room,2,1.0,1.0,55,2,2959.363076329193,0.6666666666666666,0.0
11854,Bos en Lommer,Apartment,Entire home/apt,4,1.0,1.0,74,0,3383.961874589766,0.6666666666666666,0.0
11855,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,95,2,2960.784143259277,0.5,0.0
11856,Bos en Lommer,Apartment,Entire home/apt,3,1.5,1.0,95,0,3030.821610910437,0.8333333333333334,0.1428571428571428
11857,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,129,0,2816.8699052051898,0.1666666666666666,0.0
11858,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,120,2,2445.4960220409725,0.8333333333333334,0.2857142857142857
11859,Bos en Lommer,Apartment,Entire home/apt,4,1.5,1.0,75,0,3315.3311295356425,0.6666666666666666,0.0
11860,Bos en Lommer,Apartment,Private room,2,1.0,1.0,95,2,3528.930907460472,0.8333333333333334,0.2857142857142857
11861,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,140,1,3374.690069630233,0.6666666666666666,0.1428571428571428
11862,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,1,2469.129312056236,0.5,0.0
11863,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,100,2,2452.791179719983,0.6666666666666666,0.0
11864,Bos en Lommer,House,Entire home/apt,4,1.5,4.0,180,2,2748.9643338203828,0.8333333333333334,0.0
11865,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,125,2,2382.2003631484054,0.5,0.1428571428571428
11866,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,95,1,3459.3258836964824,0.6666666666666666,0.1428571428571428
11867,Bos en Lommer,Apartment,Entire home/apt,2,1.0,0.0,107,0,3487.859705208756,0.3333333333333333,0.1428571428571428
11868,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,0,3259.018554200141,0.5,0.1428571428571428
11869,Bos en Lommer,House,Entire home/apt,4,1.0,2.0,200,0,3605.000345781726,0.6666666666666666,0.0
11870,Bos en Lommer,Apartment,Entire home/apt,4,1.5,2.0,119,0,3298.4618105007576,0.6666666666666666,0.1428571428571428
11871,Bos en Lommer,Apartment,Entire home/apt,3,1.0,1.0,130,1,3040.872150801642,0.6666666666666666,0.0
11872,Bos en Lommer,House,Entire home/apt,4,1.0,2.0,99,1,3313.665704817164,0.8333333333333334,0.0
11873,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,79,1,3562.7940601115724,0.8333333333333334,0.1428571428571428
11874,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,90,1,3367.6915668919264,0.5,0.1428571428571428
11875,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,93,0,3262.3577079679053,0.3333333333333333,0.0
11876,Bos en Lommer,Apartment,Entire home/apt,6,1.0,3.0,160,0,2745.7502228510075,0.6666666666666666,0.0
11877,Bos en Lommer,Apartment,Entire home/apt,4,1.0,2.0,115,1,3828.086736994436,0.6666666666666666,0.1428571428571428
11878,Bos en Lommer,Apartment,Entire home/apt,2,1.0,1.0,120,1,2623.920899631501,0.6666666666666666,0.0
