,neighbourhood,property_type,room_type,max_capacity(pax),bathrooms,bedrooms,price,cancellation_policy,Distance_from_center(m),Perc_Utilities,Perc_extra
2238,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,280,0,701.2417498812563,0.6666666666666666,0.0
2239,Centrum-West,House,Private room,2,1.0,1.0,91,2,627.9578265431325,0.5,0.0
2240,Centrum-West,Apartment,Entire home/apt,3,1.0,0.0,159,0,146.82381726949018,0.6666666666666666,0.0
2241,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,321,0,1523.2935563470685,0.6666666666666666,0.1428571428571428
2242,Centrum-West,Bed & Breakfast,Private room,2,1.0,1.0,159,0,641.0576768714762,0.5,0.1428571428571428
2243,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,99,2,1491.2925391804754,0.8333333333333334,0.0
2244,Centrum-West,House,Entire home/apt,4,2.0,2.0,464,0,1615.9180138006586,0.6666666666666666,0.0
2245,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,120,1,1369.3154357154438,0.6666666666666666,0.2857142857142857
2246,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,261,1,511.8152398521604,1.0,0.1428571428571428
2247,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,130,1,605.8270430439345,0.5,0.0
2248,Centrum-West,Apartment,Entire home/apt,4,2.0,2.0,381,2,461.95353576037,1.0,0.1428571428571428
2249,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,0,753.0637532125899,0.8333333333333334,0.0
2250,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,206,0,1153.5812881829972,0.6666666666666666,0.0
2251,Centrum-West,Apartment,Private room,4,1.0,1.0,99,0,825.3477162841573,0.5,0.1428571428571428
2252,Centrum-West,Apartment,Entire home/apt,4,1.0,0.0,165,0,994.5694891922484,0.5,0.1428571428571428
2253,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,181,0,685.5720605660613,0.5,0.0
2254,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,191,1,1457.1999310859878,0.5,0.0
2255,Centrum-West,Apartment,Private room,2,1.0,1.0,69,0,601.7607642198058,0.6666666666666666,0.0
2256,Centrum-West,House,Entire home/apt,2,1.0,1.0,130,1,1084.733277145922,0.6666666666666666,0.0
2257,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,155,0,1013.7470742797644,0.6666666666666666,0.0
2258,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,200,0,308.0083254998565,0.8333333333333334,0.0
2259,Centrum-West,Bed & Breakfast,Private room,3,1.0,1.0,140,1,1053.979777282147,0.3333333333333333,0.1428571428571428
2260,Centrum-West,Apartment,Private room,2,1.5,1.0,100,1,1676.167318940992,0.3333333333333333,0.0
2261,Centrum-West,Apartment,Private room,2,2.0,1.0,125,1,314.1189082569486,0.8333333333333334,0.0
2262,Centrum-West,Apartment,Private room,2,1.0,1.0,120,1,491.1924896443744,0.6666666666666666,0.1428571428571428
2263,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,1,1157.6748023130624,0.8333333333333334,0.0
2264,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,90,0,1012.7302741384996,0.5,0.0
2265,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,111,1,1353.9513494039888,0.5,0.1428571428571428
2266,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,175,0,1132.3673707019873,0.6666666666666666,0.0
2267,Centrum-West,Apartment,Private room,2,1.0,1.0,99,1,964.0192273577736,0.6666666666666666,0.1428571428571428
2268,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,110,0,1288.8070380162876,0.5,0.1428571428571428
2269,Centrum-West,Bed & Breakfast,Entire home/apt,4,1.0,1.0,171,0,454.1324562785253,0.6666666666666666,0.1428571428571428
2270,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,200,2,820.8841207499107,0.8333333333333334,0.1428571428571428
2271,Centrum-West,Bed & Breakfast,Private room,2,1.0,1.0,138,0,230.12208223098256,1.0,0.1428571428571428
2272,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,85,2,1147.6251901093128,0.6666666666666666,0.0
2273,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,171,0,1300.1008615956596,0.3333333333333333,0.0
2274,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,210,0,1093.8916710628437,0.8333333333333334,0.1428571428571428
2275,Centrum-West,Apartment,Private room,3,1.0,1.0,80,2,136.19551152469435,0.5,0.0
2276,Centrum-West,Apartment,Private room,2,2.0,1.0,111,1,539.8951025364154,0.5,0.0
2277,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,100,0,642.4933487053083,0.8333333333333334,0.0
2278,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,219,0,1314.295162150402,0.8333333333333334,0.1428571428571428
2279,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,133,2,657.8450969437786,0.8333333333333334,0.0
2280,Centrum-West,Apartment,Entire home/apt,2,1.0,2.0,130,0,1231.64830603546,0.8333333333333334,0.1428571428571428
2281,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,120,0,709.4681160714762,0.8333333333333334,0.0
2282,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,149,1,818.5760889704501,0.6666666666666666,0.1428571428571428
2283,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,1,1138.922124762756,0.6666666666666666,0.0
2284,Centrum-West,Apartment,Entire home/apt,4,1.0,3.0,230,1,1273.228547359675,0.8333333333333334,0.0
2285,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,160,0,323.0504061064088,0.8333333333333334,0.0
2286,Centrum-West,Apartment,Entire home/apt,4,1.5,1.0,149,0,964.4659459759506,0.6666666666666666,0.0
2287,Centrum-West,Apartment,Entire home/apt,1,1.0,1.0,315,2,309.61082887806845,0.0,0.0
2288,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,195,1,723.2255390122409,0.6666666666666666,0.0
2289,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,139,1,605.4738361631183,0.6666666666666666,0.0
2290,Centrum-West,House,Entire home/apt,3,1.0,0.0,120,0,976.7892653229916,0.6666666666666666,0.1428571428571428
2291,Centrum-West,Bed & Breakfast,Private room,1,1.5,1.0,90,1,558.550689268375,0.6666666666666666,0.1428571428571428
2292,Centrum-West,Apartment,Entire home/apt,3,1.0,0.0,99,2,608.7564204400649,0.0,0.0
2293,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,2,1619.0861915389694,0.5,0.0
2294,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,120,1,975.598115929503,0.8333333333333334,0.0
2295,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,100,1,1404.4662824755765,0.1666666666666666,0.0
2296,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,146,0,77.77512366347287,0.1666666666666666,0.0
2297,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,100,0,1751.7903693037017,0.3333333333333333,0.0
2298,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,159,1,1107.605208299002,0.3333333333333333,0.0
2299,Centrum-West,House,Entire home/apt,2,1.0,1.0,130,1,135.46387039081895,0.8333333333333334,0.0
2300,Centrum-West,Apartment,Private room,6,2.0,1.0,54,1,1057.3495684599789,0.8333333333333334,0.5714285714285714
2301,Centrum-West,Apartment,Entire home/apt,6,1.0,3.0,208,0,85.13537913434261,0.5,0.1428571428571428
2302,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,350,1,711.9957732002248,0.6666666666666666,0.0
2303,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,171,0,792.9817058311388,1.0,0.1428571428571428
2304,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,120,0,1344.2329349936072,0.5,0.1428571428571428
2305,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,150,0,410.1945903571263,0.6666666666666666,0.4285714285714285
2306,Centrum-West,Apartment,Private room,2,2.0,1.0,60,2,828.8630390504829,0.6666666666666666,0.0
2307,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,130,1,934.3730175350352,0.8333333333333334,0.1428571428571428
2308,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,251,1,465.495799603059,0.6666666666666666,0.1428571428571428
2309,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,2,1518.6607013527885,0.6666666666666666,0.0
2310,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,171,2,981.1769876665428,0.5,0.0
2311,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,350,2,1395.2562925094608,0.5,0.0
2312,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,111,2,1471.8568329146672,0.6666666666666666,0.0
2313,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,125,2,1349.2472742377724,0.8333333333333334,0.0
2314,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,120,0,816.6878822742058,0.5,0.1428571428571428
2315,Centrum-West,Bed & Breakfast,Private room,2,1.0,1.0,125,0,1453.8686450764997,0.3333333333333333,0.0
2316,Centrum-West,Apartment,Entire home/apt,4,1.0,3.0,251,0,1497.124240907396,0.6666666666666666,0.0
2317,Centrum-West,Bed & Breakfast,Entire home/apt,2,1.0,1.0,156,0,658.41456148287,0.6666666666666666,0.0
2318,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,226,0,767.4822855057698,0.3333333333333333,0.0
2319,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,89,1,812.3877190710106,0.6666666666666666,0.0
2320,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,154,0,1078.3775912421074,0.5,0.0
2321,Centrum-West,Apartment,Entire home/apt,6,2.5,2.0,181,0,1371.437202980053,0.6666666666666666,0.0
2322,Centrum-West,Apartment,Entire home/apt,3,1.0,2.0,155,1,1563.9686851377826,0.8333333333333334,0.1428571428571428
2323,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,296,0,1198.6678381010602,0.8333333333333334,0.0
2324,Centrum-West,House,Entire home/apt,4,1.0,2.0,157,2,1065.751583338854,0.8333333333333334,0.0
2325,Centrum-West,Apartment,Private room,2,1.0,1.0,75,1,1101.6675239951594,0.5,0.0
2326,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,150,1,1372.7030826875457,0.6666666666666666,0.0
2327,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,90,1,1379.6755269773498,0.5,0.0
2328,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,169,0,1188.7098552612908,0.6666666666666666,0.0
2329,Centrum-West,House,Private room,2,1.0,1.0,90,1,1392.989266050104,0.8333333333333334,0.0
2330,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,99,1,1096.2389218911746,0.8333333333333334,0.0
2331,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,210,0,573.6869496544866,0.8333333333333334,0.1428571428571428
2332,Centrum-West,Apartment,Private room,2,1.0,1.0,120,2,299.2337030108,0.5,0.0
2333,Centrum-West,House,Entire home/apt,6,1.5,2.0,175,1,1390.695770247945,0.8333333333333334,0.1428571428571428
2334,Centrum-West,Apartment,Entire home/apt,5,2.0,2.0,296,0,777.6494719985127,0.8333333333333334,0.0
2335,Centrum-West,Apartment,Entire home/apt,4,2.0,3.0,300,0,978.4299698504592,0.6666666666666666,0.0
2336,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,136,2,435.2043436382103,0.3333333333333333,0.0
2337,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,226,2,485.8506435642884,0.6666666666666666,0.0
2338,Centrum-West,Apartment,Entire home/apt,4,1.0,0.0,300,1,125.758470473478,0.5,0.0
2339,Centrum-West,House,Entire home/apt,4,1.0,2.0,220,0,1018.0644984844384,0.8333333333333334,0.0
2340,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,159,0,1171.4501779015854,0.8333333333333334,0.0
2341,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,155,2,753.4025349988527,0.5,0.0
2342,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,111,1,468.6812689291712,0.6666666666666666,0.0
2343,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,200,2,1756.163336470633,0.5,0.0
2344,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,130,1,966.8944391401672,0.5,0.0
2345,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,120,2,1082.7223049931526,0.6666666666666666,0.0
2346,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,0,1162.0948838147192,0.5,0.0
2347,Centrum-West,Apartment,Private room,2,1.0,1.0,139,1,368.46294709250463,0.3333333333333333,0.0
2348,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,1,236.6335295595236,0.5,0.2857142857142857
2349,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,73,2,1097.170554225491,0.5,0.0
2350,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,70,1,1365.9660270860843,0.5,0.0
2351,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,299,0,1051.3885078391545,0.3333333333333333,0.1428571428571428
2352,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,100,0,1284.7939197382832,0.3333333333333333,0.0
2353,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,175,0,657.0269365914043,0.8333333333333334,0.1428571428571428
2354,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,130,0,690.1093246935982,0.6666666666666666,0.0
2355,Centrum-West,Apartment,Private room,2,1.0,1.0,129,1,555.4250636518236,0.3333333333333333,0.0
2356,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,146,1,496.9672346940325,0.5,0.1428571428571428
2357,Centrum-West,Bed & Breakfast,Private room,2,1.5,1.0,120,1,660.5422975469388,0.6666666666666666,0.1428571428571428
2358,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,146,1,1783.3018501116387,0.8333333333333334,0.0
2359,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,95,1,1220.3292840571844,0.6666666666666666,0.0
2360,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,90,1,816.1946998601013,0.6666666666666666,0.0
2361,Centrum-West,Apartment,Entire home/apt,8,3.0,4.0,922,1,751.6404288462384,0.8333333333333334,0.2857142857142857
2362,Centrum-West,Apartment,Private room,2,1.0,1.0,65,0,1848.2397251787588,0.6666666666666666,0.0
2363,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,160,0,847.9716119968293,0.6666666666666666,0.0
2364,Centrum-West,Apartment,Entire home/apt,6,1.0,1.0,270,1,541.121542557581,0.8333333333333334,0.2857142857142857
2365,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,68,0,1306.7395789348277,0.6666666666666666,0.0
2366,Centrum-West,House,Entire home/apt,9,2.0,6.0,451,1,1728.39771194729,0.6666666666666666,0.1428571428571428
2367,Centrum-West,Bed & Breakfast,Entire home/apt,2,1.0,1.0,120,0,1142.7716504318532,0.8333333333333334,0.2857142857142857
2368,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,120,0,1367.723611926691,0.5,0.0
2369,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,124,1,1503.8112976412876,0.8333333333333334,0.1428571428571428
2370,Centrum-West,Apartment,Entire home/apt,2,1.0,2.0,120,1,1529.896056333134,0.8333333333333334,0.1428571428571428
2371,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,200,2,1303.426076385816,0.8333333333333334,0.0
2372,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,130,0,1240.249549677286,0.8333333333333334,0.0
2373,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,160,1,649.9121362978227,0.5,0.0
2374,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,80,0,933.9651547919528,0.6666666666666666,0.0
2375,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,100,1,1181.1772683034992,0.6666666666666666,0.0
2376,Centrum-West,Bed & Breakfast,Entire home/apt,2,1.0,1.0,100,0,1229.9964090591866,1.0,0.2857142857142857
2377,Centrum-West,House,Entire home/apt,2,1.0,0.0,140,0,453.9049502471762,0.8333333333333334,0.0
2378,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,251,0,532.3251945634041,0.5,0.1428571428571428
2379,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,120,1,1299.771778197583,0.8333333333333334,0.0
2380,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,139,2,1184.8853366629046,0.6666666666666666,0.0
2381,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,120,0,1426.394001992644,0.5,0.0
2382,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,146,1,614.2230690441439,0.6666666666666666,0.0
2383,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,139,1,1268.513797280902,0.6666666666666666,0.0
2384,Centrum-West,House,Entire home/apt,4,2.0,2.0,251,0,893.186498639289,0.8333333333333334,0.0
2385,Centrum-West,Bed & Breakfast,Private room,2,1.0,1.0,115,1,1122.4671529130646,0.3333333333333333,0.1428571428571428
2386,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,100,0,1027.9126878923746,0.5,0.1428571428571428
2387,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,146,1,1282.0186534875854,0.6666666666666666,0.0
2388,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,296,0,942.9222769059876,1.0,0.4285714285714285
2389,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,159,0,1138.9529661725403,0.6666666666666666,0.0
2390,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,136,0,391.7735256329978,0.5,0.0
2391,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,105,1,1045.5725248345714,0.5,0.0
2392,Centrum-West,House,Entire home/apt,4,1.5,3.0,226,0,1049.71415342081,0.6666666666666666,0.1428571428571428
2393,Centrum-West,Apartment,Private room,1,1.5,1.0,99,1,1187.805410568775,0.8333333333333334,0.1428571428571428
2394,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,100,2,1127.3932055088346,0.8333333333333334,0.0
2395,Centrum-West,Apartment,Private room,2,1.0,1.0,75,2,1366.818364618748,0.3333333333333333,0.1428571428571428
2396,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,139,0,435.42126257421165,0.1666666666666666,0.0
2397,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,230,0,1247.279045414898,0.3333333333333333,0.0
2398,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,156,1,827.3635897845523,0.8333333333333334,0.1428571428571428
2399,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,100,2,1194.1940363234723,0.3333333333333333,0.0
2400,Centrum-West,Apartment,Entire home/apt,3,1.5,1.0,210,0,1043.0250063712288,0.6666666666666666,0.1428571428571428
2401,Centrum-West,Apartment,Entire home/apt,4,3.5,2.0,376,2,758.3277657247804,0.8333333333333334,0.2857142857142857
2402,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,100,0,1313.4111882924346,0.8333333333333334,0.1428571428571428
2403,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,219,0,873.6902029581839,0.8333333333333334,0.0
2404,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,159,0,740.7983412321347,0.5,0.0
2405,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,195,0,837.2327442628024,0.5,0.0
2406,Centrum-West,Apartment,Entire home/apt,5,1.5,2.0,165,2,554.7550847184191,0.5,0.0
2407,Centrum-West,House,Entire home/apt,2,1.0,1.0,195,2,1197.984337242651,0.5,0.1428571428571428
2408,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,251,0,1147.5632082694067,0.6666666666666666,0.0
2409,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,100,2,176.2672219067953,0.8333333333333334,0.1428571428571428
2410,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,129,1,1149.6098671979323,0.6666666666666666,0.1428571428571428
2411,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,195,2,1159.0666370578963,0.6666666666666666,0.1428571428571428
2412,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,181,0,1383.8126855492203,0.6666666666666666,0.0
2413,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,111,0,443.7869444835672,0.6666666666666666,0.0
2414,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,140,1,1473.5220260889753,0.6666666666666666,0.1428571428571428
2415,Centrum-West,Apartment,Private room,2,1.0,1.0,100,2,685.4801027502195,0.5,0.0
2416,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,90,2,1366.3163379133746,0.1666666666666666,0.0
2417,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,105,1,1924.5431285317816,0.6666666666666666,0.0
2418,Centrum-West,Apartment,Entire home/apt,4,1.0,1.0,195,0,340.7158098677544,0.6666666666666666,0.0
2419,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,99,1,1641.2765887208511,0.8333333333333334,0.1428571428571428
2420,Centrum-West,Apartment,Private room,1,4.0,1.0,50,2,996.8060477644184,0.3333333333333333,0.0
2421,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,1,412.4350394719808,0.8333333333333334,0.1428571428571428
2422,Centrum-West,House,Entire home/apt,4,1.5,2.0,199,0,164.65014316233012,0.6666666666666666,0.0
2423,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,1,1328.583287529207,0.8333333333333334,0.2857142857142857
2424,Centrum-West,Apartment,Entire home/apt,4,2.0,3.0,200,2,1091.1865347812236,0.6666666666666666,0.0
2425,Centrum-West,Apartment,Private room,2,1.0,1.0,88,2,1849.85209846674,0.5,0.0
2426,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,138,0,417.95118358017663,0.5,0.0
2427,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,139,0,1403.40826723172,0.8333333333333334,0.0
2428,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,181,0,874.1638230055064,0.5,0.0
2429,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,146,0,1057.1553991106755,0.8333333333333334,0.1428571428571428
2430,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,0,970.0565869068596,0.6666666666666666,0.0
2431,Centrum-West,House,Entire home/apt,6,1.5,2.0,150,0,1499.4553569788038,0.5,0.0
2432,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,129,0,667.9203915304207,0.8333333333333334,0.0
2433,Centrum-West,House,Entire home/apt,3,1.0,2.0,150,0,1050.1013338768869,0.1666666666666666,0.0
2434,Centrum-West,House,Private room,2,1.0,1.0,80,2,115.89673237596872,0.6666666666666666,0.1428571428571428
2435,Centrum-West,Apartment,Entire home/apt,2,0.5,0.0,75,2,720.759580268578,0.5,0.0
2436,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,2,1321.7159825069036,0.3333333333333333,0.0
2437,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,0,559.2998178486278,0.8333333333333334,0.0
2438,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,0,1303.3859401516984,0.5,0.0
2439,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,111,1,1298.6236304479205,0.8333333333333334,0.0
2440,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,1,858.3058036442337,0.6666666666666666,0.0
2441,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,140,1,904.052961144198,0.5,0.0
2442,Centrum-West,Bed & Breakfast,Private room,2,1.0,1.0,99,0,1123.8522378079017,0.8333333333333334,0.2857142857142857
2443,Centrum-West,Apartment,Private room,2,1.0,1.0,70,1,1301.5492312274282,0.8333333333333334,0.0
2444,Centrum-West,Bed & Breakfast,Private room,2,1.5,1.0,155,0,606.425065423672,0.5,0.1428571428571428
2445,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,99,1,1257.055944024808,0.8333333333333334,0.0
2446,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,149,1,1160.9003402083597,0.5,0.0
2447,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,136,1,1163.58729347987,0.6666666666666666,0.0
2448,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,159,1,656.4393176647146,0.6666666666666666,0.0
2449,Centrum-West,House,Private room,2,1.0,1.0,79,1,916.1151158089044,0.8333333333333334,0.1428571428571428
2450,Centrum-West,House,Entire home/apt,6,2.0,3.0,401,0,1082.9829954256618,0.6666666666666666,0.1428571428571428
2451,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,1,674.3821238155605,0.8333333333333334,0.1428571428571428
2452,Centrum-West,Apartment,Shared room,2,1.0,1.0,90,2,977.7625323832588,0.8333333333333334,0.0
2453,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,111,0,1501.2083073286826,0.8333333333333334,0.1428571428571428
2454,Centrum-West,Apartment,Private room,2,1.0,1.0,100,2,843.326482569236,0.6666666666666666,0.0
2455,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,130,1,868.9469632377183,0.6666666666666666,0.0
2456,Centrum-West,House,Entire home/apt,3,1.0,2.0,150,1,429.9176245297748,0.8333333333333334,0.1428571428571428
2457,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,99,1,856.2121369790967,0.6666666666666666,0.1428571428571428
2458,Centrum-West,House,Entire home/apt,4,1.5,2.0,200,0,1682.5792140961476,0.5,0.0
2459,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,245,1,841.3600597605873,0.6666666666666666,0.1428571428571428
2460,Centrum-West,Apartment,Entire home/apt,3,1.0,1.0,129,1,1294.3943498200426,0.8333333333333334,0.2857142857142857
2461,Centrum-West,Apartment,Entire home/apt,4,1.5,2.0,245,0,1061.6431457420435,0.3333333333333333,0.0
2462,Centrum-West,Apartment,Entire home/apt,2,1.0,0.0,99,1,1278.031036787659,0.8333333333333334,0.0
2463,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,111,0,1328.6580042585874,0.6666666666666666,0.1428571428571428
2464,Centrum-West,House,Entire home/apt,3,1.0,1.0,169,0,139.81516968125229,0.8333333333333334,0.0
2465,Centrum-West,Bed & Breakfast,Private room,2,1.5,1.0,90,0,147.82046562242476,0.5,0.2857142857142857
2466,Centrum-West,Apartment,Entire home/apt,4,1.0,2.0,149,1,1251.4685225522387,0.5,0.1428571428571428
2467,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,125,1,1318.6512623219196,0.6666666666666666,0.0
2468,Centrum-West,Apartment,Entire home/apt,2,1.5,1.0,149,1,1052.2025764580346,0.5,0.0
2469,Centrum-West,Apartment,Entire home/apt,4,1.5,3.0,250,2,1099.0442076390857,0.6666666666666666,0.0
2470,Centrum-West,Apartment,Shared room,1,1.5,1.0,24,2,88.870071747958,0.5,0.1428571428571428
2471,Centrum-West,House,Private room,2,1.0,1.0,99,0,1232.9821889579116,0.6666666666666666,0.1428571428571428
2472,Centrum-West,Apartment,Private room,3,1.0,1.0,90,0,791.0136889461585,1.0,0.1428571428571428
2473,Centrum-West,Apartment,Private room,2,1.0,1.0,155,2,151.13812649912902,0.0,0.0
2474,Centrum-West,Apartment,Private room,2,1.0,1.0,69,2,960.2274819268356,0.5,0.0
2475,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,150,2,1110.4165551413023,0.8333333333333334,0.0
2476,Centrum-West,Apartment,Private room,2,1.0,1.0,100,2,1016.7191770624704,0.5,0.1428571428571428
2477,Centrum-West,Apartment,Entire home/apt,2,1.0,1.0,132,0,649.1281113663093,0.6666666666666666,0.0
